# contains logged_avg rows from train_pytorch logging and per-step tqdm_step rows from tqdm output
# gtdual zero-init v3 two-stage run; stage2 initializes from stage1 step 5000
exp	config	source_job_id	job_state	row_type	timestamp	step	total_steps	display_step	loss	lr	grad_norm	interval_time_s	action_loss	action_loss_raw	aux_loss	aux_gt_loss	aux_pi3x_loss	aux_xy_loss	aux_z_loss	aux_scale_mean	aux_gt_frac	aux_pi3x_frac	pytorch_weight_path_override
pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage2_gtdual_zeroinit_v3_ahh_4gpu_b32_30k	pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage2_gtdual	8284105	COMPLETED	logged_avg	17:38:49.704	0		0	0.1637	2.50e-08	1.63	1395.7	0.1487	0.1487	0.0150	0.0097	0.0053	0.1491	0.1510	0.0625	0.5000	0.5000	/scratch/yp2841/geometry-vla/openpi_cam/checkpoints/pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage1_gtdual/pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage1_gtdual_zeroinit_v3_l40s_4gpu_b32_5k/5000
pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage2_gtdual_zeroinit_v3_ahh_4gpu_b32_30k	pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage2_gtdual	8284105	COMPLETED	logged_avg	17:40:55.963	100		100	0.1722	1.29e-06	1.79	126.3	0.1571	0.1571	0.0151	0.0094	0.0057	0.1491	0.1535	0.0594	0.5000	0.5000	/scratch/yp2841/geometry-vla/openpi_cam/checkpoints/pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage1_gtdual/pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage1_gtdual_zeroinit_v3_l40s_4gpu_b32_5k/5000
pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage2_gtdual_zeroinit_v3_ahh_4gpu_b32_30k	pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage2_gtdual	8284105	COMPLETED	logged_avg	17:43:00.934	200		200	0.1571	3.78e-06	1.78	125.0	0.1419	0.1419	0.0153	0.0095	0.0057	0.1491	0.1565	0.0588	0.5000	0.5000	/scratch/yp2841/geometry-vla/openpi_cam/checkpoints/pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage1_gtdual/pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage1_gtdual_zeroinit_v3_l40s_4gpu_b32_5k/5000
pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage2_gtdual_zeroinit_v3_ahh_4gpu_b32_30k	pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage2_gtdual	8284105	COMPLETED	logged_avg	17:45:07.773	300		300	0.1439	6.28e-06	1.76	126.8	0.1285	0.1285	0.0154	0.0097	0.0058	0.1491	0.1599	0.0638	0.5000	0.5000	/scratch/yp2841/geometry-vla/openpi_cam/checkpoints/pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage1_gtdual/pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage1_gtdual_zeroinit_v3_l40s_4gpu_b32_5k/5000
pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage2_gtdual_zeroinit_v3_ahh_4gpu_b32_30k	pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage2_gtdual	8284105	COMPLETED	logged_avg	17:47:10.692	400		400	0.1216	8.78e-06	2.56	122.9	0.1062	0.1062	0.0154	0.0097	0.0057	0.1494	0.1584	0.0625	0.5000	0.5000	/scratch/yp2841/geometry-vla/openpi_cam/checkpoints/pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage1_gtdual/pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage1_gtdual_zeroinit_v3_l40s_4gpu_b32_5k/5000
pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage2_gtdual_zeroinit_v3_ahh_4gpu_b32_30k	pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage2_gtdual	8284105	COMPLETED	logged_avg	17:49:17.734	500		500	0.1117	1.13e-05	2.98	127.0	0.0963	0.0963	0.0154	0.0097	0.0057	0.1495	0.1576	0.0650	0.5000	0.5000	/scratch/yp2841/geometry-vla/openpi_cam/checkpoints/pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage1_gtdual/pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage1_gtdual_zeroinit_v3_l40s_4gpu_b32_5k/5000
pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage2_gtdual_zeroinit_v3_ahh_4gpu_b32_30k	pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage2_gtdual	8284105	COMPLETED	logged_avg	17:51:19.818	600		600	0.1030	1.38e-05	4.27	122.1	0.0877	0.0877	0.0152	0.0095	0.0057	0.1509	0.1531	0.0650	0.5000	0.5000	/scratch/yp2841/geometry-vla/openpi_cam/checkpoints/pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage1_gtdual/pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage1_gtdual_zeroinit_v3_l40s_4gpu_b32_5k/5000
pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage2_gtdual_zeroinit_v3_ahh_4gpu_b32_30k	pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage2_gtdual	8284105	COMPLETED	logged_avg	17:53:28.059	700		700	0.1074	1.63e-05	5.74	128.2	0.0919	0.0919	0.0155	0.0097	0.0058	0.1529	0.1576	0.0400	0.5000	0.5000	/scratch/yp2841/geometry-vla/openpi_cam/checkpoints/pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage1_gtdual/pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage1_gtdual_zeroinit_v3_l40s_4gpu_b32_5k/5000
pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage2_gtdual_zeroinit_v3_ahh_4gpu_b32_30k	pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage2_gtdual	8284105	COMPLETED	logged_avg	17:55:28.530	800		800	0.1070	1.88e-05	5.48	120.5	0.0917	0.0917	0.0152	0.0094	0.0058	0.1533	0.1512	0.0519	0.5000	0.5000	/scratch/yp2841/geometry-vla/openpi_cam/checkpoints/pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage1_gtdual/pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage1_gtdual_zeroinit_v3_l40s_4gpu_b32_5k/5000
pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage2_gtdual_zeroinit_v3_ahh_4gpu_b32_30k	pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage2_gtdual	8284105	COMPLETED	logged_avg	17:57:36.405	900		900	0.0984	2.13e-05	5.67	127.9	0.0835	0.0835	0.0149	0.0091	0.0058	0.1540	0.1439	0.0569	0.5000	0.5000	/scratch/yp2841/geometry-vla/openpi_cam/checkpoints/pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage1_gtdual/pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage1_gtdual_zeroinit_v3_l40s_4gpu_b32_5k/5000
pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage2_gtdual_zeroinit_v3_ahh_4gpu_b32_30k	pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage2_gtdual	8284105	COMPLETED	logged_avg	18:00:22.562	1000		1000	0.0971	2.38e-05	6.05	166.2	0.0818	0.0818	0.0153	0.0094	0.0059	0.1563	0.1491	0.0575	0.5000	0.5000	/scratch/yp2841/geometry-vla/openpi_cam/checkpoints/pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage1_gtdual/pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage1_gtdual_zeroinit_v3_l40s_4gpu_b32_5k/5000
pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage2_gtdual_zeroinit_v3_ahh_4gpu_b32_30k	pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage2_gtdual	8284105	COMPLETED	logged_avg	18:02:28.571	1100		1100	0.0960	2.50e-05	6.22	126.0	0.0806	0.0806	0.0154	0.0094	0.0059	0.1610	0.1466	0.0613	0.5000	0.5000	/scratch/yp2841/geometry-vla/openpi_cam/checkpoints/pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage1_gtdual/pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage1_gtdual_zeroinit_v3_l40s_4gpu_b32_5k/5000
pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage2_gtdual_zeroinit_v3_ahh_4gpu_b32_30k	pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage2_gtdual	8284105	COMPLETED	logged_avg	18:04:29.214	1200		1200	0.0952	2.50e-05	7.17	120.6	0.0802	0.0802	0.0151	0.0091	0.0060	0.1641	0.1372	0.0588	0.5000	0.5000	/scratch/yp2841/geometry-vla/openpi_cam/checkpoints/pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage1_gtdual/pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage1_gtdual_zeroinit_v3_l40s_4gpu_b32_5k/5000
pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage2_gtdual_zeroinit_v3_ahh_4gpu_b32_30k	pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage2_gtdual	8284105	COMPLETED	logged_avg	18:06:38.663	1300		1300	0.0901	2.50e-05	6.86	129.4	0.0753	0.0753	0.0149	0.0088	0.0061	0.1638	0.1333	0.0675	0.5000	0.5000	/scratch/yp2841/geometry-vla/openpi_cam/checkpoints/pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage1_gtdual/pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage1_gtdual_zeroinit_v3_l40s_4gpu_b32_5k/5000
pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage2_gtdual_zeroinit_v3_ahh_4gpu_b32_30k	pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage2_gtdual	8284105	COMPLETED	logged_avg	18:08:43.845	1400		1400	0.0941	2.50e-05	6.66	125.2	0.0795	0.0795	0.0146	0.0088	0.0059	0.1625	0.1302	0.0613	0.5000	0.5000	/scratch/yp2841/geometry-vla/openpi_cam/checkpoints/pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage1_gtdual/pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage1_gtdual_zeroinit_v3_l40s_4gpu_b32_5k/5000
pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage2_gtdual_zeroinit_v3_ahh_4gpu_b32_30k	pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage2_gtdual	8284105	COMPLETED	logged_avg	18:10:46.678	1500		1500	0.0925	2.50e-05	5.29	122.8	0.0778	0.0778	0.0147	0.0087	0.0060	0.1579	0.1360	0.0563	0.5000	0.5000	/scratch/yp2841/geometry-vla/openpi_cam/checkpoints/pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage1_gtdual/pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage1_gtdual_zeroinit_v3_l40s_4gpu_b32_5k/5000
pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage2_gtdual_zeroinit_v3_ahh_4gpu_b32_30k	pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage2_gtdual	8284105	COMPLETED	logged_avg	18:12:50.285	1600		1600	0.0883	2.50e-05	3.61	123.6	0.0741	0.0741	0.0143	0.0086	0.0056	0.1514	0.1340	0.0581	0.5000	0.5000	/scratch/yp2841/geometry-vla/openpi_cam/checkpoints/pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage1_gtdual/pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage1_gtdual_zeroinit_v3_l40s_4gpu_b32_5k/5000
pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage2_gtdual_zeroinit_v3_ahh_4gpu_b32_30k	pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage2_gtdual	8284105	COMPLETED	logged_avg	18:14:59.283	1700		1700	0.0937	2.50e-05	4.16	129.0	0.0793	0.0793	0.0144	0.0089	0.0056	0.1531	0.1357	0.0563	0.5000	0.5000	/scratch/yp2841/geometry-vla/openpi_cam/checkpoints/pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage1_gtdual/pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage1_gtdual_zeroinit_v3_l40s_4gpu_b32_5k/5000
pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage2_gtdual_zeroinit_v3_ahh_4gpu_b32_30k	pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage2_gtdual	8284105	COMPLETED	logged_avg	18:17:04.277	1800		1800	0.0877	2.50e-05	5.47	125.0	0.0732	0.0732	0.0144	0.0089	0.0056	0.1552	0.1336	0.0569	0.5000	0.5000	/scratch/yp2841/geometry-vla/openpi_cam/checkpoints/pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage1_gtdual/pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage1_gtdual_zeroinit_v3_l40s_4gpu_b32_5k/5000
pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage2_gtdual_zeroinit_v3_ahh_4gpu_b32_30k	pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage2_gtdual	8284105	COMPLETED	logged_avg	18:19:06.635	1900		1900	0.0876	2.50e-05	5.14	122.4	0.0735	0.0735	0.0141	0.0085	0.0055	0.1544	0.1267	0.0531	0.5000	0.5000	/scratch/yp2841/geometry-vla/openpi_cam/checkpoints/pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage1_gtdual/pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage1_gtdual_zeroinit_v3_l40s_4gpu_b32_5k/5000
pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage2_gtdual_zeroinit_v3_ahh_4gpu_b32_30k	pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage2_gtdual	8284105	COMPLETED	logged_avg	18:21:57.714	2000		2000	0.0892	2.49e-05	5.34	171.1	0.0751	0.0751	0.0141	0.0085	0.0055	0.1545	0.1273	0.0594	0.5000	0.5000	/scratch/yp2841/geometry-vla/openpi_cam/checkpoints/pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage1_gtdual/pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage1_gtdual_zeroinit_v3_l40s_4gpu_b32_5k/5000
pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage2_gtdual_zeroinit_v3_ahh_4gpu_b32_30k	pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage2_gtdual	8284105	COMPLETED	logged_avg	18:24:02.650	2100		2100	0.0872	2.49e-05	4.28	124.9	0.0727	0.0727	0.0145	0.0088	0.0056	0.1540	0.1354	0.0669	0.5000	0.5000	/scratch/yp2841/geometry-vla/openpi_cam/checkpoints/pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage1_gtdual/pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage1_gtdual_zeroinit_v3_l40s_4gpu_b32_5k/5000
pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage2_gtdual_zeroinit_v3_ahh_4gpu_b32_30k	pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage2_gtdual	8284105	COMPLETED	logged_avg	18:26:18.298	2200		2200	0.0880	2.49e-05	4.74	135.6	0.0738	0.0738	0.0142	0.0087	0.0055	0.1536	0.1301	0.0650	0.5000	0.5000	/scratch/yp2841/geometry-vla/openpi_cam/checkpoints/pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage1_gtdual/pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage1_gtdual_zeroinit_v3_l40s_4gpu_b32_5k/5000
pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage2_gtdual_zeroinit_v3_ahh_4gpu_b32_30k	pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage2_gtdual	8284105	COMPLETED	logged_avg	18:28:21.880	2300		2300	0.0855	2.49e-05	4.16	123.6	0.0711	0.0711	0.0144	0.0089	0.0056	0.1533	0.1352	0.0563	0.5000	0.5000	/scratch/yp2841/geometry-vla/openpi_cam/checkpoints/pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage1_gtdual/pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage1_gtdual_zeroinit_v3_l40s_4gpu_b32_5k/5000
pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage2_gtdual_zeroinit_v3_ahh_4gpu_b32_30k	pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage2_gtdual	8284105	COMPLETED	logged_avg	18:30:21.459	2400		2400	0.0863	2.49e-05	4.92	119.6	0.0717	0.0717	0.0146	0.0091	0.0055	0.1571	0.1343	0.0619	0.5000	0.5000	/scratch/yp2841/geometry-vla/openpi_cam/checkpoints/pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage1_gtdual/pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage1_gtdual_zeroinit_v3_l40s_4gpu_b32_5k/5000
pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage2_gtdual_zeroinit_v3_ahh_4gpu_b32_30k	pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage2_gtdual	8284105	COMPLETED	logged_avg	18:32:25.682	2500		2500	0.0862	2.49e-05	4.22	124.2	0.0719	0.0719	0.0143	0.0090	0.0053	0.1531	0.1337	0.0594	0.5000	0.5000	/scratch/yp2841/geometry-vla/openpi_cam/checkpoints/pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage1_gtdual/pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage1_gtdual_zeroinit_v3_l40s_4gpu_b32_5k/5000
pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage2_gtdual_zeroinit_v3_ahh_4gpu_b32_30k	pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage2_gtdual	8284105	COMPLETED	logged_avg	18:34:29.023	2600		2600	0.0877	2.48e-05	4.88	123.3	0.0738	0.0738	0.0140	0.0087	0.0053	0.1543	0.1248	0.0669	0.5000	0.5000	/scratch/yp2841/geometry-vla/openpi_cam/checkpoints/pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage1_gtdual/pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage1_gtdual_zeroinit_v3_l40s_4gpu_b32_5k/5000
pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage2_gtdual_zeroinit_v3_ahh_4gpu_b32_30k	pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage2_gtdual	8284105	COMPLETED	logged_avg	18:36:29.302	2700		2700	0.0831	2.48e-05	4.94	120.3	0.0695	0.0695	0.0136	0.0084	0.0052	0.1538	0.1189	0.0663	0.5000	0.5000	/scratch/yp2841/geometry-vla/openpi_cam/checkpoints/pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage1_gtdual/pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage1_gtdual_zeroinit_v3_l40s_4gpu_b32_5k/5000
pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage2_gtdual_zeroinit_v3_ahh_4gpu_b32_30k	pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage2_gtdual	8284105	COMPLETED	logged_avg	18:38:31.304	2800		2800	0.0865	2.48e-05	4.80	122.0	0.0725	0.0725	0.0140	0.0087	0.0053	0.1534	0.1271	0.0413	0.5000	0.5000	/scratch/yp2841/geometry-vla/openpi_cam/checkpoints/pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage1_gtdual/pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage1_gtdual_zeroinit_v3_l40s_4gpu_b32_5k/5000
pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage2_gtdual_zeroinit_v3_ahh_4gpu_b32_30k	pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage2_gtdual	8284105	COMPLETED	logged_avg	18:40:34.887	2900		2900	0.0867	2.48e-05	3.17	123.6	0.0723	0.0723	0.0144	0.0091	0.0053	0.1503	0.1381	0.0481	0.5000	0.5000	/scratch/yp2841/geometry-vla/openpi_cam/checkpoints/pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage1_gtdual/pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage1_gtdual_zeroinit_v3_l40s_4gpu_b32_5k/5000
pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage2_gtdual_zeroinit_v3_ahh_4gpu_b32_30k	pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage2_gtdual	8284105	COMPLETED	logged_avg	18:43:23.078	3000		3000	0.0843	2.47e-05	3.17	168.2	0.0705	0.0705	0.0139	0.0086	0.0053	0.1504	0.1267	0.0594	0.5000	0.5000	/scratch/yp2841/geometry-vla/openpi_cam/checkpoints/pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage1_gtdual/pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage1_gtdual_zeroinit_v3_l40s_4gpu_b32_5k/5000
pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage2_gtdual_zeroinit_v3_ahh_4gpu_b32_30k	pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage2_gtdual	8284105	COMPLETED	logged_avg	18:45:23.648	3100		3100	0.0860	2.47e-05	3.61	120.6	0.0717	0.0717	0.0143	0.0090	0.0053	0.1515	0.1342	0.0550	0.5000	0.5000	/scratch/yp2841/geometry-vla/openpi_cam/checkpoints/pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage1_gtdual/pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage1_gtdual_zeroinit_v3_l40s_4gpu_b32_5k/5000
pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage2_gtdual_zeroinit_v3_ahh_4gpu_b32_30k	pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage2_gtdual	8284105	COMPLETED	logged_avg	18:47:29.378	3200		3200	0.0824	2.47e-05	3.71	125.7	0.0682	0.0682	0.0143	0.0088	0.0054	0.1516	0.1336	0.0644	0.5000	0.5000	/scratch/yp2841/geometry-vla/openpi_cam/checkpoints/pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage1_gtdual/pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage1_gtdual_zeroinit_v3_l40s_4gpu_b32_5k/5000
pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage2_gtdual_zeroinit_v3_ahh_4gpu_b32_30k	pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage2_gtdual	8284105	COMPLETED	logged_avg	18:49:28.935	3300		3300	0.0832	2.47e-05	3.70	119.6	0.0692	0.0692	0.0140	0.0089	0.0051	0.1515	0.1286	0.0550	0.5000	0.5000	/scratch/yp2841/geometry-vla/openpi_cam/checkpoints/pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage1_gtdual/pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage1_gtdual_zeroinit_v3_l40s_4gpu_b32_5k/5000
pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage2_gtdual_zeroinit_v3_ahh_4gpu_b32_30k	pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage2_gtdual	8284105	COMPLETED	logged_avg	18:51:30.592	3400		3400	0.0809	2.46e-05	3.20	121.7	0.0665	0.0665	0.0144	0.0091	0.0052	0.1509	0.1363	0.0669	0.5000	0.5000	/scratch/yp2841/geometry-vla/openpi_cam/checkpoints/pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage1_gtdual/pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage1_gtdual_zeroinit_v3_l40s_4gpu_b32_5k/5000
pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage2_gtdual_zeroinit_v3_ahh_4gpu_b32_30k	pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage2_gtdual	8284105	COMPLETED	logged_avg	18:53:31.533	3500		3500	0.0794	2.46e-05	4.24	120.9	0.0654	0.0654	0.0140	0.0087	0.0052	0.1530	0.1265	0.0631	0.5000	0.5000	/scratch/yp2841/geometry-vla/openpi_cam/checkpoints/pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage1_gtdual/pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage1_gtdual_zeroinit_v3_l40s_4gpu_b32_5k/5000
pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage2_gtdual_zeroinit_v3_ahh_4gpu_b32_30k	pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage2_gtdual	8284105	COMPLETED	logged_avg	18:55:38.042	3600		3600	0.0798	2.46e-05	4.35	126.5	0.0659	0.0659	0.0139	0.0087	0.0052	0.1526	0.1248	0.0600	0.5000	0.5000	/scratch/yp2841/geometry-vla/openpi_cam/checkpoints/pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage1_gtdual/pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage1_gtdual_zeroinit_v3_l40s_4gpu_b32_5k/5000
pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage2_gtdual_zeroinit_v3_ahh_4gpu_b32_30k	pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage2_gtdual	8284105	COMPLETED	logged_avg	18:57:40.225	3700		3700	0.0817	2.45e-05	3.68	122.2	0.0675	0.0675	0.0141	0.0088	0.0053	0.1518	0.1310	0.0563	0.5000	0.5000	/scratch/yp2841/geometry-vla/openpi_cam/checkpoints/pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage1_gtdual/pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage1_gtdual_zeroinit_v3_l40s_4gpu_b32_5k/5000
pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage2_gtdual_zeroinit_v3_ahh_4gpu_b32_30k	pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage2_gtdual	8284105	COMPLETED	logged_avg	18:59:42.424	3800		3800	0.0806	2.45e-05	3.67	122.2	0.0664	0.0664	0.0142	0.0089	0.0053	0.1517	0.1332	0.0538	0.5000	0.5000	/scratch/yp2841/geometry-vla/openpi_cam/checkpoints/pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage1_gtdual/pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage1_gtdual_zeroinit_v3_l40s_4gpu_b32_5k/5000
pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage2_gtdual_zeroinit_v3_ahh_4gpu_b32_30k	pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage2_gtdual	8284105	COMPLETED	logged_avg	19:01:48.185	3900		3900	0.0820	2.45e-05	3.33	125.8	0.0676	0.0676	0.0145	0.0092	0.0053	0.1511	0.1384	0.0569	0.5000	0.5000	/scratch/yp2841/geometry-vla/openpi_cam/checkpoints/pi0_libero_cam_pytorch_prope_ray_view_distill_fullres_stage1_gtdual/pi0_libero_object_cam_v3_prope_ray_view_distill_fullres_stage1_gtdual_zeroinit_v3_l40s_4gpu_b32_5k/5000
